Prompt ID,Weighted Precision of Binary Features,Weighted Recall of Binary Features,Weighted F1 Score of Binary Features,Weighted Balanced Accuracy of Binary Features,Weighted NMSE of Continuous Features,Cross Entropy of the Categorical Feature,Micro Averaged Precision of Missingness,Micro Averaged Recall of Missingness,Micro Averaged F1 Score of Missingness,Total Score
00000,0.49533333333333324,0.5533333333333332,0.5085079365079365,0.872,5.913117194001596,18.021826694558577,1.0,0.25,0.4,2.5127343723854487
00001,0.49533333333333324,0.5533333333333332,0.5085079365079365,0.872,4.572839416223818,18.021826694558577,1.0,0.25,0.4,3.0503388292099616
00010,0.49533333333333324,0.5533333333333332,0.5085079365079365,0.872,5.913117194001596,18.021826694558577,1.0,0.25,0.4,2.5127343723854487
00011,0.49533333333333324,0.5533333333333332,0.5085079365079365,0.872,4.020225802934764,18.021826694558577,1.0,0.25,0.4,3.272
00100,0.49533333333333324,0.5533333333333332,0.5085079365079365,0.872,6.489506082890484,18.021826694558577,1.0,0.25,0.4,2.2815366007977054
00101,0.49533333333333324,0.5533333333333332,0.5085079365079365,0.872,6.455410988119949,18.021826694558577,1.0,0.25,0.4,2.295212627669452
00110,0.49533333333333324,0.5533333333333332,0.5085079365079365,0.872,5.93689246960143,18.021826694558577,1.0,0.25,0.4,2.5031977715877436
00111,0.49533333333333324,0.5533333333333332,0.5085079365079365,0.872,5.93689246960143,18.021826694558577,1.0,0.25,0.4,2.5031977715877436
01000,0.49533333333333324,0.5533333333333332,0.5085079365079365,0.872,5.93689246960143,27.032740041837865,1.0,0.25,0.4,1.503197771587744
01001,0.49533333333333324,0.5533333333333332,0.5085079365079365,0.872,5.93689246960143,18.021826694558577,1.0,0.25,0.4,2.5031977715877436
01010,0.49533333333333324,0.5533333333333332,0.5085079365079365,0.872,5.93689246960143,18.021826694558577,1.0,0.25,0.4,2.5031977715877436
01011,0.49533333333333324,0.5533333333333332,0.5085079365079365,0.864,4.020225802934764,18.021826694558577,1.0,0.25,0.4,3.264
01100,0.49533333333333324,0.5533333333333332,0.5085079365079365,0.872,4.020225802934764,18.021826694558577,1.0,0.25,0.4,3.272
01101,0.49533333333333324,0.5533333333333332,0.5085079365079365,0.872,5.418373951082912,18.021826694558577,1.0,0.25,0.4,2.711182915506035
01110,0.49533333333333324,0.5533333333333332,0.5085079365079365,0.872,5.9456260749865715,18.021826694558577,1.0,0.25,0.4,2.4996945983970464
01111,0.49533333333333324,0.5533333333333332,0.5085079365079365,0.872,5.9456260749865715,18.021826694558577,1.0,0.25,0.4,2.4996945983970464
10000,0.49533333333333324,0.5533333333333332,0.5085079365079365,0.872,5.913117194001596,18.021826694558577,1.0,0.25,0.4,2.5127343723854487
10001,0.49533333333333324,0.5533333333333332,0.5085079365079365,0.872,5.93689246960143,18.021826694558577,1.0,0.25,0.4,2.5031977715877436
10010,0.49533333333333324,0.5533333333333332,0.5085079365079365,0.872,5.93689246960143,18.021826694558577,1.0,0.25,0.4,2.5031977715877436
10011,0.49533333333333324,0.5533333333333332,0.5085079365079365,0.872,5.9456260749865715,27.032740041837865,1.0,0.25,0.4,1.4996945983970464
10100,0.49533333333333324,0.5533333333333332,0.5085079365079365,0.872,5.93689246960143,18.021826694558577,1.0,0.25,0.4,2.5031977715877436
10101,0.49533333333333324,0.5533333333333332,0.5085079365079365,0.872,5.93689246960143,27.032740041837865,1.0,0.25,0.4,1.503197771587744
10110,0.49533333333333324,0.5533333333333332,0.5085079365079365,0.872,5.93689246960143,27.032740041837865,1.0,0.25,0.4,1.503197771587744
10111,0.49533333333333324,0.5533333333333332,0.5085079365079365,0.872,5.902170247379208,18.021826694558577,1.0,0.25,0.4,2.517125348189415
11000,0.49533333333333324,0.5533333333333332,0.5085079365079365,0.872,5.9456260749865715,18.021826694558577,1.0,0.25,0.4,2.4996945983970464
11001,0.49533333333333324,0.5533333333333332,0.5085079365079365,0.872,6.513281358490319,27.032740041837865,1.0,0.25,0.4,1.272
11010,0.49533333333333324,0.5533333333333332,0.5085079365079365,0.872,5.93689246960143,18.021826694558577,1.0,0.25,0.4,2.5031977715877436
11011,0.49533333333333324,0.5533333333333332,0.5085079365079365,0.872,5.919425258831148,27.032740041837865,1.0,0.25,0.4,1.5102041179691383
11100,0.49533333333333324,0.5533333333333332,0.5085079365079365,0.872,5.915058456138578,18.021826694558577,1.0,0.25,0.4,2.5119557045644867
11101,0.49533333333333324,0.5533333333333332,0.5085079365079365,0.872,5.93689246960143,18.021826694558577,1.0,0.25,0.4,2.5031977715877436
11110,0.49533333333333324,0.5533333333333332,0.5085079365079365,0.872,5.880336233916356,18.021826694558577,1.0,0.25,0.4,2.525883281166158
11111,0.49533333333333324,0.5533333333333332,0.5085079365079365,0.864,4.020225802934764,18.021826694558577,1.0,0.25,0.4,3.264
