Prompt ID,Weighted Precision of Binary Features,Weighted Recall of Binary Features,Weighted F1 Score of Binary Features,Weighted Balanced Accuracy of Binary Features,Weighted NMSE of Continuous Features,Cross Entropy of the Categorical Feature,Micro Averaged Precision of Missingness,Micro Averaged Recall of Missingness,Micro Averaged F1 Score of Missingness,Total Score
00000,0.47866666666666663,0.56,0.5045079365079365,0.8803333333333333,28.952756178726148,9.010913347279288,0.3333333333333333,1.0,0.5,1.6632447727316162
00001,0.47866666666666663,0.56,0.5045079365079365,0.8803333333333333,28.952756178726148,9.010913347279288,0.3333333333333333,1.0,0.5,1.6632447727316162
00010,0.482,0.5466666666666666,0.5005079365079365,0.8786666666666666,34.46423105866085,9.010913347279288,0.26666666666666666,1.0,0.4210526315789474,1.299719298245614
00011,0.5186666666666666,0.6,0.5494603174603174,0.9003333333333332,23.619422845392815,9.010913347279288,0.36363636363636365,1.0,0.5333333333333333,1.9903452996010018
00100,0.47866666666666663,0.56,0.5045079365079365,0.8803333333333333,28.952756178726148,9.010913347279288,0.3333333333333333,1.0,0.5,1.6632447727316162
00101,0.5186666666666666,0.6,0.5494603174603174,0.9003333333333332,23.619422845392815,9.010913347279288,0.36363636363636365,1.0,0.5333333333333333,1.9903452996010018
00110,0.5186666666666666,0.6,0.5494603174603174,0.9003333333333332,23.619422845392815,9.010913347279288,0.36363636363636365,1.0,0.5333333333333333,1.9903452996010018
00111,0.5186666666666666,0.6,0.5494603174603174,0.9003333333333332,23.619422845392815,9.010913347279288,0.36363636363636365,1.0,0.5333333333333333,1.9903452996010018
01000,0.5186666666666666,0.6,0.5494603174603174,0.9003333333333332,23.619422845392815,9.010913347279288,0.36363636363636365,1.0,0.5333333333333333,1.9903452996010018
01001,0.5186666666666666,0.6,0.5494603174603174,0.9003333333333332,23.619422845392815,9.010913347279288,0.36363636363636365,1.0,0.5333333333333333,1.9903452996010018
01010,0.5186666666666666,0.6,0.5494603174603174,0.9003333333333332,23.198457236927204,9.010913347279288,0.4,1.0,0.5714285714285715,2.050049270172145
01011,0.5186666666666666,0.6,0.5494603174603174,0.9003333333333332,23.619422845392815,9.010913347279288,0.36363636363636365,1.0,0.5333333333333333,1.9903452996010018
01100,0.5186666666666666,0.6,0.5494603174603174,0.9003333333333332,23.619422845392815,9.010913347279288,0.36363636363636365,1.0,0.5333333333333333,1.9903452996010018
01101,0.5186666666666666,0.6,0.5494603174603174,0.9003333333333332,23.619422845392815,9.010913347279288,0.36363636363636365,1.0,0.5333333333333333,1.9903452996010018
01110,0.5186666666666666,0.6,0.5494603174603174,0.9003333333333332,23.619422845392815,9.010913347279288,0.36363636363636365,1.0,0.5333333333333333,1.9903452996010018
01111,0.5186666666666666,0.6,0.5494603174603174,0.9003333333333332,23.619422845392815,9.010913347279288,0.36363636363636365,1.0,0.5333333333333333,1.9903452996010018
10000,0.47866666666666663,0.56,0.5045079365079365,0.8803333333333333,28.952756178726148,9.010913347279288,0.3333333333333333,1.0,0.5,1.6632447727316162
10001,0.5186666666666666,0.6,0.5494603174603174,0.9003333333333332,23.619422845392815,9.010913347279288,0.36363636363636365,1.0,0.5333333333333333,1.9903452996010018
10010,0.5186666666666666,0.6,0.5494603174603174,0.9003333333333332,23.619422845392815,9.010913347279288,0.36363636363636365,1.0,0.5333333333333333,1.9903452996010018
10011,0.5186666666666666,0.6,0.5494603174603174,0.9003333333333332,23.619422845392815,9.010913347279288,0.36363636363636365,1.0,0.5333333333333333,1.9903452996010018
10100,0.5186666666666666,0.6,0.5494603174603174,0.9003333333333332,23.619422845392815,9.010913347279288,0.36363636363636365,1.0,0.5333333333333333,1.9903452996010018
10101,0.5253333333333332,0.6,0.5547936507936508,0.907,23.619422845392815,9.010913347279288,0.36363636363636365,1.0,0.5333333333333333,1.9970119662676686
10110,0.5186666666666666,0.6,0.5494603174603174,0.9003333333333332,14.982958432651387,9.010913347279288,0.4,1.0,0.5714285714285715,2.471761904761905
10111,0.5186666666666666,0.6,0.5494603174603174,0.9003333333333332,23.619422845392815,9.010913347279288,0.36363636363636365,1.0,0.5333333333333333,1.9903452996010018
11000,0.5186666666666666,0.6,0.5494603174603174,0.9003333333333332,23.619422845392815,9.010913347279288,0.36363636363636365,1.0,0.5333333333333333,1.9903452996010018
11001,0.5186666666666666,0.6,0.5494603174603174,0.9003333333333332,23.619422845392815,9.010913347279288,0.36363636363636365,1.0,0.5333333333333333,1.9903452996010018
11010,0.5186666666666666,0.6,0.5494603174603174,0.9003333333333332,23.619422845392815,9.010913347279288,0.36363636363636365,1.0,0.5333333333333333,1.9903452996010018
11011,0.5186666666666666,0.6,0.5494603174603174,0.9003333333333332,23.619422845392815,9.010913347279288,0.36363636363636365,1.0,0.5333333333333333,1.9903452996010018
11100,0.5186666666666666,0.6,0.5494603174603174,0.9003333333333332,23.619422845392815,9.010913347279288,0.36363636363636365,1.0,0.5333333333333333,1.9903452996010018
11101,0.5186666666666666,0.6,0.5494603174603174,0.9003333333333332,23.619422845392815,9.010913347279288,0.36363636363636365,1.0,0.5333333333333333,1.9903452996010018
11110,0.5186666666666666,0.6,0.5494603174603174,0.9003333333333332,23.619422845392815,9.010913347279288,0.36363636363636365,1.0,0.5333333333333333,1.9903452996010018
11111,0.5186666666666666,0.6,0.5494603174603174,0.9003333333333332,23.619422845392815,9.010913347279288,0.36363636363636365,1.0,0.5333333333333333,1.9903452996010018
